,DescriptorId,DescriptorName,DateCreated,DateRevised,DateEstablished,Descriptor_dcid
10129,D007975,Leukotriene B4,1982-04-30,2015-06-08,1983-01-01,bio/D007975
10130,D007976,Leupeptins,1974-11-19,1999-11-09,1991-01-01,bio/D007976
10131,D007977,Levallorphan,1999-01-01,2016-05-31,1965-01-01,bio/D007977
10132,D007978,Levamisole,1999-01-01,2016-05-31,1974-01-01,bio/D007978
10133,D007979,Levocardia,1974-12-12,2013-07-09,1991-01-01,bio/D007979
10134,D007980,Levodopa,1999-01-01,2018-06-30,1975-01-01,bio/D007980
10135,D007981,Levorphanol,1999-01-01,2017-05-24,1965-01-01,bio/D007981
10136,D007982,Levulinic Acids,1999-01-01,2012-07-03,1975-01-01,bio/D007982
10137,D007983,Lewis Blood Group Antigens,1999-01-01,2019-07-05,1974-01-01,bio/D007983
10138,D007984,Leydig Cell Tumor,1999-01-01,2006-07-05,1966-01-01,bio/D007984
10139,D007985,Leydig Cells,1999-01-01,2020-05-27,1968-01-01,bio/D007985
10140,D007986,Luteinizing Hormone,1999-01-01,2019-07-01,1968-01-01,bio/D007986
10141,D007987,Gonadotropin-Releasing Hormone,1999-01-01,2015-11-23,1974-01-01,bio/D007987
10142,D007988,Liberia,1999-01-01,2008-07-08,1966-01-01,bio/D007988
10143,D007989,Libido,1999-01-01,1992-03-25,1968-01-01,bio/D007989
10144,D007990,Libraries,1999-01-01,2017-06-30,1966-01-01,bio/D007990
10145,D007991,"Libraries, Dental",1999-01-01,2018-05-25,1965-01-01,bio/D007991
10146,D007992,"Libraries, Hospital",1999-01-01,2019-07-09,1966-01-01,bio/D007992
10147,D007993,"Libraries, Medical",1999-01-01,2018-05-25,1966-01-01,bio/D007993
10148,D007994,"Libraries, Nursing",1999-01-01,2018-05-25,1967-01-01,bio/D007994
10149,D007995,Library Administration,1999-01-01,1989-06-26,1966-01-01,bio/D007995
10150,D007996,Library Associations,1999-01-01,2018-03-08,1966-01-01,bio/D007996
10151,D007997,Library Schools,1999-01-01,2016-06-08,1966-01-01,bio/D007997
10152,D007998,Library Science,1999-01-01,1990-05-07,1966-01-01,bio/D007998
10153,D007999,Library Services,1975-07-25,1999-11-03,1976-01-01,bio/D007999
10154,D008000,Library Surveys,1999-01-01,1999-11-03,1966-01-01,bio/D008000
10155,D008001,Library Technical Services,1975-07-25,1999-11-03,1976-01-01,bio/D008001
10156,D008002,Libya,1999-01-01,2015-05-27,1966-01-01,bio/D008002
10157,D008003,Phthiraptera,1999-01-01,2020-08-13,2011-01-01,bio/D008003
10158,D008004,Licensure,1999-01-01,1999-11-03,1966-01-01,bio/D008004
10159,D008005,"Licensure, Dental",1999-01-01,1999-11-03,1966-01-01,bio/D008005
10160,D008006,"Licensure, Hospital",1977-05-11,1999-11-03,1991-01-01,bio/D008006
10161,D008007,"Licensure, Medical",1999-01-01,1999-11-03,1966-01-01,bio/D008007
10162,D008008,"Licensure, Nursing",1999-01-01,1999-11-03,1966-01-01,bio/D008008
10163,D008009,"Licensure, Pharmacy",1999-01-01,1999-11-03,1968-01-01,bio/D008009
10164,D008010,Lichen Planus,1999-01-01,1994-04-11,1966-01-01,bio/D008010
10165,D008011,Lichens,1999-01-01,2020-09-02,1966-01-01,bio/D008011
10166,D008012,Lidocaine,1999-01-01,2016-07-01,1966-01-01,bio/D008012
10167,D008013,Lidoflazine,1999-01-01,2016-05-31,1991-01-01,bio/D008013
10168,D008014,Lie Detection,1999-01-01,2003-07-09,1966-01-01,bio/D008014
10169,D008015,Liechtenstein,1999-01-01,2016-07-07,1966-01-01,bio/D008015
10170,D008016,Life Change Events,1976-04-16,2017-12-08,1977-01-01,bio/D008016
10171,D008017,Life Expectancy,1999-01-01,2017-06-30,1960-01-01,bio/D008017
10172,D008018,Life Cycle Stages,1999-01-01,2016-06-22,1998-01-01,bio/D008018
10173,D008019,Life Style,1999-01-01,2020-02-06,1972-01-01,bio/D008019
10174,D008020,Life Support Care,1977-04-22,2015-06-29,1978-01-01,bio/D008020
10175,D008021,Life Support Systems,1999-01-01,2018-06-29,1991-01-01,bio/D008021
10176,D008022,Ligaments,1999-01-01,2019-06-17,1966-01-01,bio/D008022
10177,D008023,"Ligaments, Articular",1999-01-01,2017-06-20,1965-01-01,bio/D008023
10178,D008024,Ligands,1999-01-01,2020-05-27,1974-01-01,bio/D008024
10179,D008025,Ligases,1999-01-01,2020-05-27,1963-01-01,bio/D008025
10180,D008026,Ligation,1999-01-01,1999-11-03,1977-01-01,bio/D008026
10181,D008027,Light,1999-01-01,2015-06-24,1966-01-01,bio/D008027
10182,D008028,Light Coagulation,1999-01-01,2011-06-24,1966-01-01,bio/D008028
10183,D008029,Lighting,1999-01-01,2008-07-08,1966-01-01,bio/D008029
10184,D008030,Lightning,1999-01-01,2016-06-23,1966-01-01,bio/D008030
10185,D008031,Lignin,1999-01-01,2012-07-03,1966-01-01,bio/D008031
10186,D008032,Limbic System,1999-01-01,2018-06-30,1966-01-01,bio/D008032
10187,D008033,Limulus Test,1977-04-27,2015-06-01,1978-01-01,bio/D008033
10188,D008034,Lincomycin,1999-01-01,2016-05-31,1966-01-01,bio/D008034
10189,D008035,Lingual Frenum,1999-01-01,2016-05-31,1965-01-01,bio/D008035
10190,D008036,Lingual Nerve,1999-01-01,2011-06-24,1991-01-01,bio/D008036
10191,D008037,Linguistics,1999-01-01,2017-06-30,1967-01-01,bio/D008037
10192,D008038,Liniments,1999-01-01,2003-07-09,1966-01-01,bio/D008038
10193,D008039,Linitis Plastica,1999-01-01,1999-11-03,1991-01-01,bio/D008039
10194,D008040,Genetic Linkage,1999-01-01,2016-06-17,1973-01-01,bio/D008040
10195,D008041,Linoleic Acids,1999-01-01,2003-07-09,1975-01-01,bio/D008041
10196,D008042,Linolenic Acids,1999-01-01,2015-06-23,1973-01-01,bio/D008042
10197,D008043,Linseed Oil,1999-01-01,2006-07-05,1987-01-01,bio/D008043
10198,D008044,Linuron,1999-01-01,2020-05-27,1991-01-01,bio/D008044
10199,D008045,Lions,1974-12-12,2020-08-13,1991-01-01,bio/D008045
10200,D008046,Lip,1999-01-01,2009-07-06,1965-01-01,bio/D008046
10201,D008047,Lip Diseases,1999-01-01,2015-11-24,1972-01-01,bio/D008047
10202,D008048,Lip Neoplasms,1999-01-01,2018-06-30,1966-01-01,bio/D008048
10203,D008049,Lipase,1999-01-01,2016-06-28,1966-01-01,bio/D008049
10204,D008050,Lipid A,1976-04-13,2016-06-28,1984-01-01,bio/D008050
10205,D008051,Lipid Bilayers,1979-05-24,2004-07-07,1980-01-01,bio/D008051
10206,D008052,"Lipid Metabolism, Inborn Errors",1999-01-01,2007-07-09,1965-01-01,bio/D008052
10207,D008053,Lipid Mobilization,1999-01-01,2016-06-23,1970-01-01,bio/D008053
10208,D008054,Lipid Peroxides,1979-02-21,2020-05-27,1980-01-01,bio/D008054
10209,D008055,Lipids,1999-01-01,2020-05-27,1960-01-01,bio/D008055
10210,D008058,Dihydrolipoamide Dehydrogenase,1999-01-01,2005-06-30,2004-01-01,bio/D008058
10211,D008059,Mucopolysaccharidosis I,1999-01-01,2015-10-21,1992-01-01,bio/D008059
10212,D008060,Lipodystrophy,1999-01-01,2006-07-05,1966-01-01,bio/D008060
10213,D008061,Whipple Disease,1999-01-01,2019-06-17,2004-01-01,bio/D008061
10214,D008062,Lipofuscin,1974-11-19,2005-06-30,1991-01-01,bio/D008062
10215,D008063,Thioctic Acid,1999-01-01,2016-07-01,1991-01-01,bio/D008063
10216,D008064,Lipidoses,1999-01-01,2006-07-05,2007-01-01,bio/D008064
10217,D008065,Lipoid Proteinosis of Urbach and Wiethe,1999-01-01,2013-07-09,1991-01-01,bio/D008065
10218,D008066,Lipolysis,1979-05-24,2016-06-23,1980-01-01,bio/D008066
10219,D008067,Lipoma,1999-01-01,2012-07-03,1960-01-01,bio/D008067
10220,D008068,Lipomatosis,1999-01-01,2016-03-04,1966-01-01,bio/D008068
10221,D008069,"Lipomatosis, Multiple Symmetrical",1986-06-23,2020-01-10,1991-01-01,bio/D008069
10222,D008070,Lipopolysaccharides,1999-01-01,2020-05-27,1966-01-01,bio/D008070
10223,D008071,Lipoprotein Lipase,1999-01-01,2009-07-06,1960-01-01,bio/D008071
10224,D008072,Hyperlipoproteinemia Type I,1979-04-23,2013-07-08,1991-01-01,bio/D008072
10225,D008073,Lipoprotein-X,1979-05-23,2006-07-05,1980-01-01,bio/D008073
10226,D008074,Lipoproteins,1999-01-01,2010-06-25,1966-01-01,bio/D008074
10227,D008075,"Lipoproteins, HDL",1999-01-01,2020-05-27,1974-01-01,bio/D008075
10228,D008076,"Cholesterol, HDL",1984-05-25,2016-05-28,1985-01-01,bio/D008076
10229,D008077,"Lipoproteins, LDL",1999-01-01,2020-05-27,1974-01-01,bio/D008077
10230,D008078,"Cholesterol, LDL",1984-05-24,2016-05-28,1985-01-01,bio/D008078
10231,D008079,"Lipoproteins, VLDL",1999-01-01,2020-05-27,1974-01-01,bio/D008079
10232,D008080,Liposarcoma,1999-01-01,2018-03-08,1966-01-01,bio/D008080
10233,D008081,Liposomes,1999-01-01,2014-06-17,1973-01-01,bio/D008081
10234,D008082,Lipotropic Agents,1999-01-01,2014-06-25,1966-01-01,bio/D008082
10235,D008083,beta-Lipotropin,1999-01-01,2015-11-23,1974-01-01,bio/D008083
10236,D008084,Lipoxygenase,1999-01-01,2010-06-25,1974-01-01,bio/D008084
10237,D008085,Lipreading,1999-01-01,2017-06-30,1977-01-01,bio/D008085
10238,D008086,Lissamine Green Dyes,1975-07-18,2005-06-30,1991-01-01,bio/D008086
10239,D008087,Listeria,1975-07-23,2020-08-13,1976-01-01,bio/D008087
10240,D008088,Listeriosis,1999-01-01,2019-06-17,2011-01-01,bio/D008088
10241,D008089,Listeria monocytogenes,1999-01-01,2020-08-13,1966-01-01,bio/D008089
10242,D008090,Lisuride,1978-02-08,2017-05-24,1991-01-01,bio/D008090
10243,D008091,Literature,1999-01-01,2019-07-10,1966-01-01,bio/D008091
10244,D008092,"Literature, Medieval",1999-01-01,2018-06-30,1966-01-01,bio/D008092
10245,D008093,"Literature, Modern",1999-01-01,2018-07-02,1966-01-01,bio/D008093
10246,D008094,Lithium,1999-01-01,2017-07-04,1966-01-01,bio/D008094
10247,D008095,Lithocholic Acid,1999-01-01,2016-05-31,1978-01-01,bio/D008095
10248,D008096,Lithotripsy,1985-06-07,2011-06-24,1986-01-01,bio/D008096
10249,D008097,Lithuania,1999-01-01,2016-12-23,1966-01-01,bio/D008097
10250,D008098,Litter Size,1974-11-11,2016-06-17,1976-01-01,bio/D008098
10251,D008099,Liver,1999-01-01,2015-06-16,1960-01-01,bio/D008099
10252,D008100,Liver Abscess,1999-01-01,2019-06-17,1966-01-01,bio/D008100
10253,D008101,"Liver Abscess, Amebic",1999-01-01,2019-06-17,1966-01-01,bio/D008101
10254,D008102,Liver Circulation,1999-01-01,2016-06-17,1964-01-01,bio/D008102
10255,D008103,Liver Cirrhosis,1999-01-01,2019-05-17,1960-01-01,bio/D008103
10256,D008104,"Liver Cirrhosis, Alcoholic",1977-03-29,2019-05-17,1978-01-01,bio/D008104
10257,D008105,"Liver Cirrhosis, Biliary",1999-01-01,2019-07-02,1978-01-01,bio/D008105
10258,D008106,"Liver Cirrhosis, Experimental",1999-01-01,2019-05-17,1966-01-01,bio/D008106
10259,D008107,Liver Diseases,1999-01-01,2016-07-18,1960-01-01,bio/D008107
10260,D008108,"Liver Diseases, Alcoholic",1978-01-26,2013-07-08,1979-01-01,bio/D008108
10261,D008109,"Liver Diseases, Parasitic",1999-01-01,2019-06-17,1966-01-01,bio/D008109
10262,D008110,Liver Extracts,1999-01-01,2005-06-30,1966-01-01,bio/D008110
10263,D008111,Liver Function Tests,1999-01-01,2015-05-22,1966-01-01,bio/D008111
10264,D008112,Liver Glycogen,1999-01-01,2004-07-07,1966-01-01,bio/D008112
10265,D008113,Liver Neoplasms,1999-01-01,2012-07-03,1966-01-01,bio/D008113
10266,D008114,"Liver Neoplasms, Experimental",1977-12-06,2004-07-07,1979-01-01,bio/D008114
10267,D008115,Liver Regeneration,1999-01-01,2016-06-23,1964-01-01,bio/D008115
10268,D008116,Lizards,1999-01-01,2020-09-02,1968-01-01,bio/D008116
10269,D008117,Loa,1999-01-01,2020-08-13,1960-01-01,bio/D008117
10270,D008118,Loiasis,1999-01-01,2020-01-28,1991-01-01,bio/D008118
10271,D008119,Lobbying,1981-02-26,1990-04-13,1991-01-01,bio/D008119
10272,D008120,Lobeline,1999-01-01,2017-05-24,1966-01-01,bio/D008120
10273,D008121,Nephropidae,1999-01-01,2020-08-13,1972-01-01,bio/D008121
10274,D008122,Local Area Networks,1986-06-18,2017-07-03,1991-01-01,bio/D008122
10275,D008123,Location Directories and Signs,1977-05-11,1992-03-25,1991-01-01,bio/D008123
10276,D008124,Locomotion,1999-01-01,2016-07-05,1966-01-01,bio/D008124
10277,D008125,Locus Coeruleus,1977-04-11,2020-06-29,1978-01-01,bio/D008125
10278,D008126,Lod Score,1980-05-14,2016-06-17,1991-01-01,bio/D008126
10279,D008127,Lofepramine,1978-03-20,2017-05-24,1991-01-01,bio/D008127
10280,D008128,Logic,1999-01-01,1995-05-18,1966-01-01,bio/D008128
10281,D008129,Lolium,1985-05-03,2020-08-13,1991-01-01,bio/D008129
10282,D008130,Lomustine,1974-11-11,2020-05-27,1984-01-01,bio/D008130
10283,D008131,London,1999-01-01,2016-12-22,1966-01-01,bio/D008131
10284,D008132,Loneliness,1999-01-01,1998-06-10,1991-01-01,bio/D008132
10285,D008133,Long QT Syndrome,1985-03-11,2019-06-17,1991-01-01,bio/D008133
10286,D008134,Long-Term Care,1999-01-01,2015-06-29,1968-01-01,bio/D008134
10287,D008135,Long-Acting Thyroid Stimulator,1999-01-01,2010-06-25,1968-01-01,bio/D008135
10288,D008136,Longevity,1999-01-01,2018-02-28,1966-01-01,bio/D008136
10289,D008137,Longitudinal Studies,1974-11-19,2018-06-30,1979-01-01,bio/D008137
10290,D008138,Loop of Henle,1999-01-01,2005-06-30,1991-01-01,bio/D008138
10291,D008139,Loperamide,1975-07-23,2016-05-31,1991-01-01,bio/D008139
10292,D008140,Lorazepam,1974-11-11,2017-05-24,1984-01-01,bio/D008140
10293,D008141,Lordosis,1999-01-01,2006-07-07,1966-01-01,bio/D008141
10294,D008142,Lorisidae,1980-05-07,2020-09-02,1981-01-01,bio/D008142
10295,D008144,Loudness Perception,1978-05-22,2020-06-09,1979-01-01,bio/D008144
10296,D008145,Louisiana,1999-01-01,2016-06-02,1966-01-01,bio/D008145
10297,D008146,Louping Ill,1999-01-01,2019-06-17,1971-01-01,bio/D008146
10298,D008148,Lovastatin,1987-05-04,2015-06-23,1988-01-01,bio/D008148
10299,D008149,Love,1999-01-01,2004-07-07,1966-01-01,bio/D008149
10300,D008150,Lower Body Negative Pressure,1979-03-08,2005-06-30,1991-01-01,bio/D008150
10301,D008151,Lown-Ganong-Levine Syndrome,1985-03-11,2017-06-20,1991-01-01,bio/D008151
10302,D008152,Loxapine,1974-11-19,2016-05-31,1991-01-01,bio/D008152
10303,D008153,Lubrication,1999-01-01,2014-06-13,1991-01-01,bio/D008153
10304,D008154,Lucanthone,1999-01-01,2016-05-31,1967-01-01,bio/D008154
10305,D008155,Lucensomycin,1974-11-19,2015-05-27,1991-01-01,bio/D008155
10306,D008156,Luciferases,1999-01-01,2004-07-07,1968-01-01,bio/D008156
10307,D008158,Ludwig's Angina,1999-01-01,2019-05-28,1966-01-01,bio/D008158
10308,D008159,Lumbar Vertebrae,1999-01-01,2018-06-29,1966-01-01,bio/D008159
10309,D008160,Lumbosacral Plexus,1999-01-01,1993-06-29,1966-01-01,bio/D008160
10310,D008161,Lumbosacral Region,1999-01-01,2015-06-16,1966-01-01,bio/D008161
10311,D008162,Lumicolchicines,1979-03-02,2000-06-22,1991-01-01,bio/D008162
10312,D008163,Luminescent Measurements,1999-01-01,2011-07-01,2005-01-01,bio/D008163
10313,D008164,Luminescent Proteins,1978-03-09,2020-05-27,1979-01-01,bio/D008164
10314,D008165,Luminol,1974-11-19,2016-05-31,1991-01-01,bio/D008165
10315,D008166,Lumpy Skin Disease,1999-01-01,2019-06-17,1970-01-01,bio/D008166
10316,D008167,Lumpy skin disease virus,1974-12-12,2020-08-13,1991-01-01,bio/D008167
10317,D008168,Lung,1999-01-01,2008-07-09,1966-01-01,bio/D008168
10318,D008169,Lung Abscess,1999-01-01,2019-06-17,1966-01-01,bio/D008169
10319,D008170,Lung Compliance,1999-01-01,2008-07-08,1970-01-01,bio/D008170
10320,D008171,Lung Diseases,1999-01-01,2008-07-08,1966-01-01,bio/D008171
10321,D008172,"Lung Diseases, Fungal",1999-01-01,2019-06-17,1966-01-01,bio/D008172
10322,D008173,"Lung Diseases, Obstructive",1999-01-01,2008-07-08,1972-01-01,bio/D008173
10323,D008174,"Lung Diseases, Parasitic",1999-01-01,2019-06-17,1966-01-01,bio/D008174
10324,D008175,Lung Neoplasms,1999-01-01,2012-07-03,1966-01-01,bio/D008175
10325,D008176,Lung Volume Measurements,1974-11-19,2020-01-16,1975-09-01,bio/D008176
10326,D008177,Lupus Vulgaris,1999-01-01,2019-06-17,2008-01-01,bio/D008177
10327,D008178,"Lupus Erythematosus, Cutaneous",1986-04-04,1997-06-20,1987-01-01,bio/D008178
10328,D008179,"Lupus Erythematosus, Discoid",1999-01-01,1992-05-22,1966-01-01,bio/D008179
10329,D008180,"Lupus Erythematosus, Systemic",1999-01-01,2013-07-08,1966-01-01,bio/D008180
10330,D008181,Lupus Nephritis,1986-06-18,2006-07-05,1987-01-01,bio/D008181
10331,D008182,Luria-Nebraska Neuropsychological Battery,1984-04-13,1993-06-04,1991-01-01,bio/D008182
10332,D008183,Luteal Phase,1974-11-11,2008-07-08,1985-01-01,bio/D008183
10333,D008184,Luteal Cells,1974-11-11,2018-06-30,1991-01-01,bio/D008184
10334,D008185,Lutembacher Syndrome,1999-01-01,2007-07-09,1991-01-01,bio/D008185
10335,D008186,Luteolytic Agents,1974-11-11,2019-01-16,1975-09-01,bio/D008186
10336,D008187,Lutetium,1999-01-01,2017-07-04,1966-01-01,bio/D008187
10337,D008188,Lutheran Blood-Group System,1975-07-25,2005-06-30,1976-01-01,bio/D008188
10338,D008189,Luxembourg,1999-01-01,2016-07-07,1966-01-01,bio/D008189
10339,D008190,Lyases,1999-01-01,2020-05-27,1963-01-01,bio/D008190
10340,D008191,Lye,1999-01-01,2015-06-23,1991-01-01,bio/D008191
10341,D008192,Deception,1999-01-01,2015-06-16,1998-01-01,bio/D008192
10342,D008193,Lyme Disease,1984-04-06,2019-06-13,1985-01-01,bio/D008193
10343,D008194,Lymecycline,1999-01-01,2013-07-08,1991-01-01,bio/D008194
10344,D008195,Lymnaea,1999-01-01,2020-08-13,1972-01-01,bio/D008195
10345,D008196,Lymph,1999-01-01,2011-06-24,1966-01-01,bio/D008196
10346,D008197,Lymph Node Excision,1999-01-01,1996-06-10,1966-01-01,bio/D008197
10347,D008198,Lymph Nodes,1999-01-01,2016-04-19,1966-01-01,bio/D008198
10348,D008199,Lymphadenitis,1999-01-01,1999-11-03,1966-01-01,bio/D008199
10349,D008200,Lymphangiectasis,1999-01-01,1999-11-03,1966-01-01,bio/D008200
10350,D008201,"Lymphangiectasis, Intestinal",1999-01-01,2012-07-03,1991-01-01,bio/D008201
10351,D008202,Lymphangioma,1999-01-01,2009-07-06,1960-01-01,bio/D008202
10352,D008203,Lymphangiomyoma,1979-05-24,2013-07-09,1991-01-01,bio/D008203
10353,D008204,Lymphangiosarcoma,1999-01-01,1995-06-08,1966-01-01,bio/D008204
10354,D008205,Lymphangitis,1999-01-01,2015-12-09,1960-01-01,bio/D008205
10355,D008206,Lymphatic Diseases,1999-01-01,2016-06-09,1970-01-01,bio/D008206
10356,D008207,Lymphatic Metastasis,1999-01-01,2020-02-21,1966-01-01,bio/D008207
10357,D008208,Lymphatic System,1999-01-01,2016-08-09,1966-01-01,bio/D008208
10358,D008209,Lymphedema,1999-01-01,2013-07-08,1960-01-01,bio/D008209
10359,D008210,Lymphocele,1987-03-25,1991-07-23,1991-01-01,bio/D008210
10360,D008211,Lymphocyte Cooperation,1977-03-01,2016-06-23,1978-01-01,bio/D008211
10361,D008212,Lymphocyte Depletion,1999-01-01,2009-07-06,1974-01-01,bio/D008212
10362,D008213,Lymphocyte Activation,1999-01-01,2019-05-24,1972-01-01,bio/D008213
10363,D008214,Lymphocytes,1999-01-01,2009-07-06,1966-01-01,bio/D008214
10364,D008215,"Lymphocytes, Null",1981-05-20,2003-07-09,1982-01-01,bio/D008215
10365,D008216,Lymphocytic Choriomeningitis,1999-01-01,2019-06-17,1966-01-01,bio/D008216
10366,D008217,Lymphocytic choriomeningitis virus,1999-01-01,2020-08-13,1973-01-01,bio/D008217
10367,D008218,Lymphocytosis,1999-01-01,2015-06-26,1966-01-01,bio/D008218
10368,D008219,Lymphogranuloma Venereum,1999-01-01,2020-05-27,1966-01-01,bio/D008219
10369,D008220,Lymphography,1999-01-01,1997-06-20,1964-01-01,bio/D008220
10370,D008221,Lymphoid Tissue,1999-01-01,2016-07-05,1966-01-01,bio/D008221
10371,D008222,Lymphokines,1999-01-01,2006-07-05,1974-01-01,bio/D008222
10372,D008223,Lymphoma,1999-01-01,2018-06-29,1966-01-01,bio/D008223
10373,D008224,"Lymphoma, Follicular",1999-01-01,2018-06-29,1991-01-01,bio/D008224
10374,D008228,"Lymphoma, Non-Hodgkin",1986-06-24,2019-05-06,1987-01-01,bio/D008228
10375,D008230,Lymphomatoid Granulomatosis,1979-05-25,2018-06-29,1980-01-01,bio/D008230
10376,D008231,Lymphopenia,1999-01-01,2003-07-09,1970-01-01,bio/D008231
10377,D008232,Lymphoproliferative Disorders,1978-05-19,2013-07-08,1979-01-01,bio/D008232
10378,D008233,Lymphotoxin-alpha,1999-01-01,2015-06-23,1974-01-01,bio/D008233
10379,D008234,Lynestrenol,1999-01-01,2019-07-05,1965-01-01,bio/D008234
10380,D008235,Lyngbya Toxins,1984-05-01,2021-02-09,1985-01-01,bio/D008235
10381,D008236,Lypressin,1974-11-11,2015-11-24,1979-01-01,bio/D008236
10382,D008237,Lysergic Acid,1999-01-01,2016-05-31,1991-01-01,bio/D008237
10383,D008238,Lysergic Acid Diethylamide,1999-01-01,2016-05-31,1966-01-01,bio/D008238
10384,D008239,Lysine,1999-01-01,2013-07-08,1966-01-01,bio/D008239
10385,D008240,"Procollagen-Lysine, 2-Oxoglutarate 5-Dioxygenase",1976-04-27,2004-07-07,1991-01-01,bio/D008240
10386,D008241,Lysinoalanine,1978-03-09,2001-07-25,1991-01-01,bio/D008241
10387,D008242,Lysogeny,1999-01-01,2016-06-17,1970-01-01,bio/D008242
10388,D008243,1-Acylglycerophosphocholine O-Acyltransferase,1975-07-21,2003-07-09,1991-01-01,bio/D008243
10389,D008244,Lysophosphatidylcholines,1999-01-01,2020-05-27,1977-01-01,bio/D008244
10390,D008245,Lysophospholipase,1979-02-21,2016-06-28,1991-01-01,bio/D008245
10391,D008246,Lysophospholipids,1987-03-23,2020-05-27,1988-01-01,bio/D008246
10392,D008247,Lysosomes,1999-01-01,2020-06-09,1965-01-01,bio/D008247
10393,D008248,Lysostaphin,1999-01-01,2019-07-03,1973-01-01,bio/D008248
10394,D008249,Protein-Lysine 6-Oxidase,1974-11-19,2005-06-30,1991-01-01,bio/D008249
10395,D008250,Lysine-tRNA Ligase,1974-11-19,2003-07-09,1991-01-01,bio/D008250
10396,D008251,Macaca,1999-01-01,2020-09-02,1973-01-01,bio/D008251
10397,D008252,Macaca fascicularis,1999-01-01,2020-08-13,1991-01-01,bio/D008252
10398,D008253,Macaca mulatta,1999-01-01,2020-08-13,1991-01-01,bio/D008253
10399,D008254,Macaca nemestrina,1980-05-07,2020-08-13,1991-01-01,bio/D008254
10400,D008255,Macaca radiata,1974-11-11,2020-08-13,1991-01-01,bio/D008255
10401,D008256,Macau,1977-05-13,2013-07-09,1978-01-01,bio/D008256
10402,D008257,Machiavellianism,1978-05-10,1991-06-11,1991-01-01,bio/D008257
10403,D008258,Waldenstrom Macroglobulinemia,1999-01-01,2010-06-25,1999-01-01,bio/D008258
10404,D008259,Macroglobulins,1999-01-01,1995-03-17,1965-01-01,bio/D008259
10405,D008260,Macroglossia,1999-01-01,2012-07-03,1976-01-01,bio/D008260
10406,D008262,Macrophage Activation,1981-05-20,2016-06-23,1982-01-01,bio/D008262
10407,D008263,Macrophage Migration-Inhibitory Factors,1999-01-01,2020-05-27,1974-01-01,bio/D008263
10408,D008264,Macrophages,1999-01-01,2018-07-01,1966-01-01,bio/D008264
10409,D008265,Macrostomia,1999-01-01,1999-11-03,1965-01-01,bio/D008265
10410,D008266,Macula Lutea,1999-01-01,2004-07-28,1966-01-01,bio/D008266
10411,D008267,Acoustic Maculae,1978-05-19,2018-07-02,1991-01-01,bio/D008267
10412,D008268,Macular Degeneration,1999-01-01,2019-04-29,1979-01-01,bio/D008268
